Year,Month,Seed_Variety,Land_area,Max_rain,Max_Temp,Humidity,Seeds_qty,Tot_yield
2017,1,NSIC RC 222,142,48.3,34.8,93,11360,1107.6
2017,1,NSIC RC 192,163,48.3,34.8,93,9780,863.9
2017,1,NSIC RC 11,122,48.3,34.8,93,7320,536.8
2017,1,NSIC RC 120,173,48.3,34.8,93,13840,916.9
2017,1,NSIC RC 396,97,48.3,34.8,93,5820,572.3
2017,1,NSIC RC 350,97,48.3,34.8,93,7760,708.1
2017,1,NSIC RC 410,125,48.3,34.8,93,10000,1025
2017,1,NSIC RC 100,148,48.3,34.8,93,11840,740
2017,1,NSIC RC 102,98,48.3,34.8,93,5880,588
2017,1,NSIC RC 242,86,48.3,34.8,93,6880,369.8
2017,1,NSIC RC 56,113,48.3,34.8,93,6780,610.2
2017,1,NSIC RC 12,119,48.3,34.8,93,5950,678.3
2017,1,NSIC RC 42,85,48.3,34.8,93,5950,391
2017,1,NSIC RC 442,85,48.3,34.8,93,4250,705.5
2017,1,NSIC RC 510,73,48.3,34.8,93,5840,379.6
,,,,,,,,
2017,2,NSIC RC 222,87,36.6,34.7,86,11360,1192.8
2017,2,NSIC RC 192,92,36.6,34.7,86,9780,652
2017,2,NSIC RC 11,85,36.6,34.7,86,7320,536.8
2017,2,NSIC RC 120,87,36.6,34.7,86,13840,1038
2017,2,NSIC RC 396,94,36.6,34.7,86,5820,679
2017,2,NSIC RC 350,82,36.6,34.7,86,7760,659.6
2017,2,NSIC RC 410,82,36.6,34.7,86,10000,812.5
2017,2,NSIC RC 100,82,36.6,34.7,86,11840,666
2017,2,NSIC RC 102,84,36.6,34.7,86,5880,421.4
2017,2,NSIC RC 242,86,36.6,34.7,86,6880,378.4
2017,2,NSIC RC 56,94,36.6,34.7,86,6780,779.7
2017,2,NSIC RC 12,86,36.6,34.7,86,5950,678.3
2017,2,NSIC RC 42,94,36.6,34.7,86,5950,391
2017,2,NSIC RC 442,91,36.6,34.7,86,4250,646
2017,2,NSIC RC 510,88,36.6,34.7,86,5840,452.6
,,,,,,,,
2017,3,NSIC RC 222,35,44.4,34,90,2800,308
2017,3,NSIC RC 192,142,44.4,34,90,8520,568
2017,3,NSIC RC 11,194,44.4,34,90,11640,853.6
2017,3,NSIC RC 120,86,44.4,34,90,6880,430
2017,3,NSIC RC 396,45,44.4,34,90,2700,270
2017,3,NSIC RC 350,79,44.4,34,90,6320,616.2
2017,3,NSIC RC 410,64,44.4,34,90,5120,544
2017,3,NSIC RC 100,87,44.4,34,90,6960,374.1
2017,3,NSIC RC 102,10,44.4,34,90,600,40
2017,3,NSIC RC 242,22,44.4,34,90,1760,107.8
2017,3,NSIC RC 56,73,44.4,34,90,4380,430.7
2017,3,NSIC RC 12,141,44.4,34,90,7050,662.7
2017,3,NSIC RC 42,49,44.4,34,90,3430,176.4
2017,3,NSIC RC 442,129,44.4,34,90,6450,941.7
2017,3,NSIC RC 510,33,44.4,34,90,2640,237.6
,,,,,,,,
2017,4,NSIC RC 222,54,20.7,34.5,86,4320,410.4
2017,4,NSIC RC 192,86,20.7,34.5,86,5160,455.8
2017,4,NSIC RC 11,79,20.7,34.5,86,4740,347.6
2017,4,NSIC RC 120,142,20.7,34.5,86,11360,752.6
2017,4,NSIC RC 396,94,20.7,34.5,86,5640,554.6
2017,4,NSIC RC 350,135,20.7,34.5,86,10800,985.5
2017,4,NSIC RC 410,117,20.7,34.5,86,9360,959.4
2017,4,NSIC RC 100,78,20.7,34.5,86,6240,390
2017,4,NSIC RC 102,108,20.7,34.5,86,6480,648
2017,4,NSIC RC 242,122,20.7,34.5,86,9760,524.6
2017,4,NSIC RC 56,95,20.7,34.5,86,5700,513
2017,4,NSIC RC 12,101,20.7,34.5,86,5050,575.7
2017,4,NSIC RC 42,32,20.7,34.5,86,2240,147.2
2017,4,NSIC RC 442,129,20.7,34.5,86,6450,1070.7
2017,4,NSIC RC 510,133,20.7,34.5,86,10640,691.6
,,,,,,,,
2017,5,NSIC RC 222,84,14.6,33.8,87,6720,621.6
2017,5,NSIC RC 192,80,14.6,33.8,87,4800,320
2017,5,NSIC RC 11,112,14.6,33.8,87,6720,492.8
2017,5,NSIC RC 120,97,14.6,33.8,87,7760,485
2017,5,NSIC RC 396,121,14.6,33.8,87,7260,726
2017,5,NSIC RC 350,85,14.6,33.8,87,6800,663
2017,5,NSIC RC 410,73,14.6,33.8,87,5840,620.5
2017,5,NSIC RC 100,64,14.6,33.8,87,5120,275.2
2017,5,NSIC RC 102,93,14.6,33.8,87,5580,372
2017,5,NSIC RC 242,134,14.6,33.8,87,10720,656.6
2017,5,NSIC RC 56,122,14.6,33.8,87,7320,719.8
2017,5,NSIC RC 12,78,14.6,33.8,87,3900,366.6
2017,5,NSIC RC 42,56,14.6,33.8,87,3920,201.6
2017,5,NSIC RC 442,119,14.6,33.8,87,5950,868.7
2017,5,NSIC RC 510,98,14.6,33.8,87,7840,705.6
,,,,,,,,
2017,6,NSIC RC 222,73,53.4,34.6,90,5840,584
2017,6,NSIC RC 192,56,53.4,34.6,90,3360,296.8
2017,6,NSIC RC 11,81,53.4,34.6,90,4860,356.4
2017,6,NSIC RC 120,62,53.4,34.6,90,4960,328.6
2017,6,NSIC RC 396,52,53.4,34.6,90,3120,306.8
2017,6,NSIC RC 350,91,53.4,34.6,90,7280,664.3
2017,6,NSIC RC 410,112,53.4,34.6,90,8960,918.4
2017,6,NSIC RC 100,57,53.4,34.6,90,4560,285
2017,6,NSIC RC 102,83,53.4,34.6,90,4980,498
2017,6,NSIC RC 242,46,53.4,34.6,90,3680,197.8
2017,6,NSIC RC 56,97,53.4,34.6,90,5820,523.8
2017,6,NSIC RC 12,57,53.4,34.6,90,2850,324.9
2017,6,NSIC RC 42,68,53.4,34.6,90,4760,312.8
2017,6,NSIC RC 442,68,53.4,34.6,90,3400,564.4
2017,6,NSIC RC 510,119,53.4,34.6,90,9520,618.8
,,,,,,,,
2017,7,NSIC RC 222,87,13.6,34.5,92,6960,626.4
2017,7,NSIC RC 192,87,13.6,34.5,92,5220,348
2017,7,NSIC RC 11,62,13.6,34.5,92,3720,272.8
2017,7,NSIC RC 120,91,13.6,34.5,92,7280,546
2017,7,NSIC RC 396,92,13.6,34.5,92,5520,644
2017,7,NSIC RC 350,73,13.6,34.5,92,5840,496.4
2017,7,NSIC RC 410,73,13.6,34.5,92,5840,474.5
2017,7,NSIC RC 100,81,13.6,34.5,92,6480,364.5
2017,7,NSIC RC 102,81,13.6,34.5,92,4860,348.3
2017,7,NSIC RC 242,81,13.6,34.5,92,6480,356.4
2017,7,NSIC RC 56,114,13.6,34.5,92,6840,786.6
2017,7,NSIC RC 12,91,13.6,34.5,92,4550,518.7
2017,7,NSIC RC 42,91,13.6,34.5,92,6370,418.6
2017,7,NSIC RC 442,63,13.6,34.5,92,3150,478.8
2017,7,NSIC RC 510,59,13.6,34.5,92,4720,365.8
,,,,,,,,
2017,8,NSIC RC 222,94,12.4,34.2,91,7520,564
2017,8,NSIC RC 192,82,12.4,34.2,91,4920,328
2017,8,NSIC RC 11,82,12.4,34.2,91,4920,360.8
2017,8,NSIC RC 120,82,12.4,34.2,91,6560,492
2017,8,NSIC RC 396,84,12.4,34.2,91,5040,588
2017,8,NSIC RC 350,86,12.4,34.2,91,6880,584.8
2017,8,NSIC RC 410,94,12.4,34.2,91,7520,611
2017,8,NSIC RC 100,86,12.4,34.2,91,6880,387
2017,8,NSIC RC 102,94,12.4,34.2,91,5640,404.2
2017,8,NSIC RC 242,91,12.4,34.2,91,7280,400.4
2017,8,NSIC RC 56,88,12.4,34.2,91,5280,607.2
2017,8,NSIC RC 12,88,12.4,34.2,91,4400,501.6
2017,8,NSIC RC 42,89,12.4,34.2,91,6230,409.4
2017,8,NSIC RC 442,88,12.4,34.2,91,4400,668.8
2017,8,NSIC RC 510,92,12.4,34.2,91,7360,570.4
,,,,,,,,
2017,9,NSIC RC 222,116,34.8,34.5,90,9280,788.8
2017,9,NSIC RC 192,97,34.8,34.5,90,5820,514.1
2017,9,NSIC RC 11,67,34.8,34.5,90,4020,294.8
